,SKU ID,Min Pd,Product ID,Zenni B2B,USD Price,Cad Price,Frame Type,Material,Frame Rim,Frame Shape,Frame Gender,SKU Color,SKU Display Color,Frame Width,Adult Frame Size,Kids Frame Size,Weight,Lens Width,Product Display Name,Is for Kids,Rush Processing Available,SKU Status,Product Type,Joint Max,Joint Min,Max Sph,Min Sph,Max Cyl,Min Cyl,Max Pd,Min Pd,Pd Reader,Temple Length,Bridge,Lens Height,Readers Available,Progressive Available,Image URL,Feature List,Product List,Friendly Name
3091,7809221,55,78092,,32.95,43.95,standardframetype,Mixed,FullRim,Round,Unisex,Black,Black,134,Large,,16,48,Round Glasses,0,1,non-retired,configurable prescription frame,8,-8,8,-8,6,-6,74,55,65,145,23,41,1,1,https://static.zennioptical.com/production/products/general/78/09/7809221-eyeglasses-front-view.jpg,ft06,"gt33,gt44,gt32,gt49,gt38,gt20,gt34,gt35",round-eyeglass-frames-7809221
3092,7810015,57,78100,,25.95,34.95,standardframetype,Mixed,FullRim,Round,Women_s,Brown,,128,Med,,12,51,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,57,65,143,20,46,1,1,https://static.zennioptical.com/production/products/general/78/10/7810015-eyeglasses-front-view.jpg,"ft03,ft06","gt44,gt15,gt40,gt33,gt34,gt32,gt38,gt35",womens-round-eyeglass-frames-7810015
3093,7810017,57,78100,,25.95,34.95,standardframetype,Mixed,FullRim,Round,Women_s,Purple,,128,Med,,12,51,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,57,65,143,20,46,1,1,https://static.zennioptical.com/production/products/general/78/10/7810017-eyeglasses-front-view.jpg,"ft03,ft06","gt44,gt15,gt40,gt33,gt34,gt32,gt38,gt35",womens-round-eyeglass-frames-7810017
,7810023,57,78100,Yes,25.95,34.95,standardframetype,Mixed,FullRim,Round,Women_s,Clear,,128,Med,,12,51,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,57,65,143,20,46,1,1,https://static.zennioptical.com/production/products/general/78/10/7810023-eyeglasses-front-view.jpg,"ft03,ft06","gt44,gt15,gt40,gt33,gt34,gt32,gt38,gt35",womens-round-eyeglass-frames-7810023
3095,7810115,54,78101,,25.95,34.95,standardframetype,Mixed,FullRim,Round,Women_s,Brown,Taupe,135,Large,,12,49,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,54,64,140,21,42,1,1,https://static.zennioptical.com/production/products/general/78/10/7810115-eyeglasses-front-view.jpg,"ft03,ft04","gt34,gt44,gt33,gt40,gt38,gt15,gt35,gt32",round-eyeglass-frames-7810115
3096,7810124,54,78101,,25.95,34.95,standardframetype,Mixed,FullRim,Round,Women_s,Green,Green,135,Large,,12,49,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,54,64,140,21,42,1,1,https://static.zennioptical.com/production/products/general/78/10/7810124-eyeglasses-front-view.jpg,"ft03,ft04","gt34,gt44,gt33,gt40,gt38,gt15,gt35,gt32",round-eyeglass-frames-7810124
3097,7810712,61,78107,,25.95,34.95,standardframetype,Mixed,FullRim,Browline,Unisex,Gray,Gray,139,Large,,19,52,Browline Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,76,61,67,144,21,43,1,1,https://static.zennioptical.com/production/products/general/78/10/7810712-eyeglasses-front-view.jpg,"ft01,ft04","gt40,gt44,gt38,gt15,gt53",browline-eyeglass-frames-7810712
3098,7810715,61,78107,,25.95,34.95,standardframetype,Mixed,FullRim,Browline,Unisex,Brown,Brown,139,Large,,19,52,Browline Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,76,61,67,144,21,43,1,1,https://static.zennioptical.com/production/products/general/78/10/7810715-eyeglasses-front-view.jpg,"ft01,ft04","gt40,gt44,gt38,gt15,gt53",browline-eyeglass-frames-7810715
3099,7810716,61,78107,,25.95,34.95,standardframetype,Mixed,FullRim,Browline,Unisex,Blue,Blue,139,Large,,19,52,Browline Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,76,61,67,144,21,43,1,1,https://static.zennioptical.com/production/products/general/78/10/7810716-eyeglasses-front-view.jpg,"ft01,ft04","gt40,gt44,gt38,gt15,gt53",browline-eyeglass-frames-7810716
,7810723,61,78107,Yes,25.95,34.95,standardframetype,Mixed,FullRim,Browline,Unisex,Clear,Clear,139,Large,,19,52,Browline Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,76,61,67,144,21,43,1,1,https://static.zennioptical.com/production/products/general/78/10/7810723-eyeglasses-front-view.jpg,"ft01,ft04","gt40,gt44,gt38,gt15,gt53",browline-eyeglass-frames-7810723
3101,7811115,56,78111,,25.95,34.95,standardframetype,Mixed,FullRim,Square,Women_s,Cream,Cream,132,Med,,16,49,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,56,65,143,22,40,1,1,https://static.zennioptical.com/production/products/general/78/11/7811115-eyeglasses-front-view.jpg,"ft04,ft09","gt53,gt22,gt38,gt49,gt15,gt44,gt40",womens-square-eyeglass-frames-7811115
,7811123,56,78111,Yes,25.95,34.95,standardframetype,Mixed,FullRim,Square,Women_s,Clear,,132,Med,,16,49,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,56,65,143,22,40,1,1,https://static.zennioptical.com/production/products/general/78/11/7811123-eyeglasses-front-view.jpg,"ft04,ft09","gt53,gt22,gt38,gt49,gt15,gt44,gt40",womens-square-eyeglass-frames-7811123
3103,7811124,56,78111,,25.95,34.95,standardframetype,Mixed,FullRim,Square,Women_s,Brown,Brown,132,Med,,16,49,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,56,65,143,22,40,1,1,https://static.zennioptical.com/production/products/general/78/11/7811124-eyeglasses-front-view.jpg,"ft04,ft09","gt53,gt22,gt38,gt49,gt15,gt44,gt40",womens-square-eyeglass-frames-7811124
3104,7811125,56,78111,,25.95,34.95,standardframetype,Mixed,FullRim,Square,Women_s,Tortoiseshell,Tortoiseshell,132,Med,,16,49,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,56,65,143,22,40,1,1,https://static.zennioptical.com/production/products/general/78/11/7811125-eyeglasses-front-view.jpg,"ft04,ft09","gt53,gt22,gt38,gt49,gt15,gt44,gt40",womens-square-eyeglass-frames-7811125
3105,7811216,56,78112,,25.95,34.95,standardframetype,Mixed,FullRim,Round,Unisex,Blue,Blue Ice,132,Med,,16,49,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,56,65,143,22,44,1,1,https://static.zennioptical.com/production/products/general/78/11/7811216-eyeglasses-front-view.jpg,ft04,"gt15,gt40,gt42,gt33,gt34,gt44,gt38,gt35,gt32",round-eyeglass-frames-7811216
3106,7811219,56,78112,,25.95,34.95,standardframetype,Mixed,FullRim,Round,Unisex,Multicolor,Multi,132,Med,,16,49,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,56,65,143,22,44,1,1,https://static.zennioptical.com/production/products/general/78/11/7811219-eyeglasses-front-view.jpg,ft04,"gt15,gt40,gt42,gt33,gt34,gt44,gt38,gt35,gt32",round-eyeglass-frames-7811219
3107,7811223,56,78112,,25.95,34.95,standardframetype,Mixed,FullRim,Round,Unisex,Clear,,132,Med,,16,49,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,56,65,143,22,44,1,1,https://static.zennioptical.com/production/products/general/78/11/7811223-eyeglasses-front-view.jpg,ft04,"gt15,gt40,gt42,gt33,gt34,gt44,gt38,gt35,gt32",round-eyeglass-frames-7811223
3108,7811812,60,78118,,25.95,34.95,standardframetype,Mixed,FullRim,Square,Women_s,Gray,Gray,129,Med,,13,52,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,76,60,67,146,21,41,1,1,https://static.zennioptical.com/production/products/general/78/11/7811812-eyeglasses-front-view.jpg,"ft01,ft03,ft06","gt15,gt38,gt40,gt35,gt33",womens-square-eyeglass-frames-7811812
3109,7811819,60,78118,,25.95,34.95,standardframetype,Mixed,FullRim,Square,Women_s,Pink,Blush,129,Med,,13,52,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,76,60,67,146,21,41,1,1,https://static.zennioptical.com/production/products/general/78/11/7811819-eyeglasses-front-view.jpg,"ft01,ft03,ft06","gt15,gt38,gt40,gt35,gt33",womens-square-eyeglass-frames-7811819
3110,7811824,60,78118,,25.95,34.95,standardframetype,Mixed,FullRim,Square,Women_s,Green,Green,129,Med,,13,52,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,76,60,67,146,21,41,1,1,https://static.zennioptical.com/production/products/general/78/11/7811824-eyeglasses-front-view.jpg,"ft01,ft03,ft06","gt15,gt38,gt40,gt35,gt33",womens-square-eyeglass-frames-7811824
3111,7812215,49,78122,,29.95,39.95,standardframetype,Mixed,FullRim,Round,Unisex,Brown,Brown,124,Small,,17,46,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,49,63,142,23,44,1,1,https://static.zennioptical.com/production/products/general/78/12/7812215-eyeglasses-front-view.jpg,ft04,"gt40,gt33,gt38,gt35,gt32,gt34,gt44",round-eyeglass-frames-7812215
3112,7812221,49,78122,,29.95,39.95,standardframetype,Mixed,FullRim,Round,Unisex,Black,Black,124,Small,,17,46,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,49,63,142,23,44,1,1,https://static.zennioptical.com/production/products/general/78/12/7812221-eyeglasses-front-view.jpg,ft04,"gt40,gt33,gt38,gt35,gt32,gt34,gt44",round-eyeglass-frames-7812221
3113,7812316,58,78123,,32.95,43.95,standardframetype,Mixed,FullRim,Browline,Unisex,Blue,Moss,130,Med,,12,51,Browline Glasses,0,0,non-retired,configurable prescription frame,0,-8,0,-8,0,0,76,58,67,143,22,44,0,1,https://static.zennioptical.com/production/products/general/78/12/7812316-eyeglasses-front-view.jpg,"ft03,ft04","gt44,gt38",browline-eyeglass-frames-7812316
3114,7812317,58,78123,,32.95,43.95,standardframetype,Mixed,FullRim,Browline,Unisex,Purple,Berry,130,Med,,12,51,Browline Glasses,0,0,non-retired,configurable prescription frame,0,-8,0,-8,0,0,76,58,67,143,22,44,0,1,https://static.zennioptical.com/production/products/general/78/12/7812317-eyeglasses-front-view.jpg,"ft03,ft04","gt44,gt38",browline-eyeglass-frames-7812317
3115,7812416,54,78124,,15.95,20.95,standardframetype,Mixed,FullRim,Rectangle,Unisex_Kids,Blue,,125,,Large,13,50,Kids' Rectangle Glasses,1,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,68,54,62,130,18,32,1,1,https://static.zennioptical.com/production/products/general/78/12/7812416-eyeglasses-front-view.jpg,"ft02,ft03","gt36,gt11,gt07,gt33,gt08,gt41,gt05,gt10,gt04,gt31,gt06,gt12,gt09,gt53,gt13",kids-plastic-rectangle-eyeglass-frames-7812416
3116,7812418,54,78124,,15.95,20.95,standardframetype,Mixed,FullRim,Rectangle,Unisex_Kids,Red,Black/Red,125,,Large,13,50,Kids' Rectangle Glasses,1,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,68,54,62,130,18,32,1,1,https://static.zennioptical.com/production/products/general/78/12/7812418-eyeglasses-front-view.jpg,"ft02,ft03","gt36,gt11,gt07,gt33,gt08,gt41,gt05,gt10,gt04,gt31,gt06,gt12,gt09,gt53,gt13",kids-rectangle-eyeglass-frames-7812418
,7812421,54,78124,Yes,15.95,20.95,standardframetype,Mixed,FullRim,Rectangle,Unisex_Kids,Black,,125,,Large,13,50,Kids' Rectangle Glasses,1,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,68,54,62,130,18,32,1,1,https://static.zennioptical.com/production/products/general/78/12/7812421-eyeglasses-front-view.jpg,"ft02,ft03","gt36,gt11,gt07,gt33,gt08,gt41,gt05,gt10,gt04,gt31,gt06,gt12,gt09,gt53,gt13",kids-plastic-rectangle-eyeglass-frames-7812421
3118,7812423,54,78124,,15.95,20.95,standardframetype,Mixed,FullRim,Rectangle,Unisex_Kids,Clear,Clear,125,,Large,13,50,Kids' Rectangle Glasses,1,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,68,54,62,130,18,32,1,1,https://static.zennioptical.com/production/products/general/78/12/7812423-eyeglasses-front-view.jpg,"ft02,ft03","gt36,gt11,gt07,gt33,gt08,gt41,gt05,gt10,gt04,gt31,gt06,gt12,gt09,gt53,gt13",kids-rectangle-eyeglass-frames-7812423
3119,7812512,54,78125,,29.95,39.95,standardframetype,Mixed,HalfRim,Browline,Men_s,Gray,,139,Large,,11,50,Browline Glasses,0,1,non-retired,configurable prescription frame,0,-8,0,-8,6,-6,71,54,62,142,18,36,0,1,https://static.zennioptical.com/production/products/general/78/12/7812512-eyeglasses-front-view.jpg,"ft03,ft04",gt44,mens-halfrim-browline-eyeglass-frames-7812512
3120,7812716,49,78127,,15.95,20.95,standardframetype,Mixed,FullRim,Rectangle,Unisex_Kids,Blue,,121,,Large,13,48,Kids’ Rectangle Glasses,1,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,66,49,60,128,18,31,1,1,https://static.zennioptical.com/production/products/general/78/12/7812716-eyeglasses-front-view.jpg,"ft02,ft03","gt36,gt37,gt06,gt41,gt08,gt53,gt31,gt10,gt44,gt09,gt05,gt07,gt40,gt04",kids-plastic-rectangle-eyeglass-frames-7812716
3121,7812718,49,78127,,15.95,20.95,standardframetype,Mixed,FullRim,Rectangle,Unisex_Kids,Red,,121,,Large,13,48,Kids’ Rectangle Glasses,1,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,66,49,60,128,18,31,1,1,https://static.zennioptical.com/production/products/general/78/12/7812718-eyeglasses-front-view.jpg,"ft02,ft03","gt36,gt37,gt06,gt41,gt08,gt53,gt31,gt10,gt44,gt09,gt05,gt07,gt40,gt04",kids-plastic-rectangle-eyeglass-frames-7812718
3122,7812724,49,78127,,15.95,20.95,standardframetype,Mixed,FullRim,Rectangle,Unisex_Kids,Green,,121,,Large,13,48,Kids’ Rectangle Glasses,1,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,66,49,60,128,18,31,1,1,https://static.zennioptical.com/production/products/general/78/12/7812724-eyeglasses-front-view.jpg,"ft02,ft03","gt36,gt37,gt06,gt41,gt08,gt53,gt31,gt10,gt44,gt09,gt05,gt07,gt40,gt04",kids-plastic-rectangle-eyeglass-frames-7812724
3123,7812915,59,78129,,35.95,47.95,standardframetype,Mixed,FullRim,Rectangle,Women_s,Brown,Brown,134,Large,,12,52,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,59,63,135,17,36,0,1,https://static.zennioptical.com/production/products/general/78/12/7812915-eyeglasses-front-view.jpg,"ft02,ft03,ft06,ft09","gt31,gt33,gt16,gt36",womens-rectangle-eyeglass-frames-7812915
3124,7812935,59,78129,,35.95,47.95,standardframetype,Mixed,FullRim,Rectangle,Women_s,Pattern,Ivory Tortoiseshell,134,Large,,12,52,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,59,63,135,17,36,0,1,https://static.zennioptical.com/production/products/general/78/12/7812935-eyeglasses-front-view.jpg,"ft02,ft03,ft06,ft09","gt31,gt33,gt16,gt36",womens-rectangle-eyeglass-frames-7812935
3125,7813015,52,78130,,29.95,39.95,standardframetype,Mixed,FullRim,Browline,Unisex,Brown,Earth,130,Med,,22,48,Agave Browline Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,52,62,140,20,43,1,1,https://static.zennioptical.com/production/products/general/78/13/7813015-eyeglasses-front-view.jpg,"ft02,ft04","gt40,gt44,gt38,gt49",agave-eyeglasses-7813015
3126,7813024,52,78130,,29.95,39.95,standardframetype,Mixed,FullRim,Browline,Unisex,Green,Leaf,130,Med,,22,48,Agave Browline Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,52,62,140,20,43,1,1,https://static.zennioptical.com/production/products/general/78/13/7813024-eyeglasses-front-view.jpg,"ft02,ft04","gt40,gt44,gt38,gt49",agave-eyeglasses-7813024
3127,7813117,57,78131,,15.95,20.95,standardframetype,Mixed,FullRim,Square,Unisex,Pink,Flamingo,130,Med,,9,51,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,140,19,41,1,1,https://static.zennioptical.com/production/products/general/78/13/7813117-eyeglasses-front-view.jpg,"ft03,ft06","gt44,gt53,gt40,gt38,gt03,gt48",acetate-plastic-square-eyeglass-frames-7813117
3128,7813124,57,78131,,15.95,20.95,standardframetype,Mixed,FullRim,Square,Unisex,Blue,Sea,130,Med,,9,51,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,140,19,41,1,1,https://static.zennioptical.com/production/products/general/78/13/7813124-eyeglasses-front-view.jpg,"ft03,ft06","gt44,gt53,gt40,gt38,gt03,gt48",acetate-plastic-square-eyeglass-frames-7813124
,7813125,57,78131,Yes,15.95,20.95,standardframetype,Mixed,FullRim,Square,Unisex,Brown,Coral,130,Med,,9,51,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,140,19,41,1,1,https://static.zennioptical.com/production/products/general/78/13/7813125-eyeglasses-front-view.jpg,"ft03,ft06","gt44,gt53,gt40,gt38,gt03,gt48",acetate-plastic-square-eyeglass-frames-7813125
3130,781317,35,7813,,19.95,26.95,standardframetype,Mixed,FullRim,Cat-Eye,Girl_s,Purple,,102,,Extra_Small,18,42,Kids' cat-eye Glasses,1,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,54,35,48,120,12,30,0,1,https://static.zennioptical.com/production/products/general/78/13/781317-eyeglasses-front-view.jpg,"ft01,ft02","gt07,gt44,gt40,gt04,gt06,gt35,gt41",girls-cat-eye-eyeglass-frames-781317
3131,781329,35,7813,,19.95,26.95,standardframetype,Mixed,FullRim,Cat-Eye,Girl_s,Multicolor,Beach Glass,102,,Extra_Small,18,42,Kids' cat-eye Glasses,1,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,54,35,48,120,12,30,0,1,https://static.zennioptical.com/production/products/general/78/13/781329-eyeglasses-front-view.jpg,"ft01,ft02","gt07,gt44,gt40,gt04,gt06,gt35,gt41",girls-cat-eye-eyeglass-frames-781329
3132,7813812,57,78138,,27.95,36.95,standardframetype,Mixed,FullRim,Cat-Eye,Women_s,Gray,Smoke Gray,138,Large,,20,50,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,0,-8,0,-8,6,-6,73,57,64,141,20,51,0,1,https://static.zennioptical.com/production/products/general/78/13/7813812-eyeglasses-front-view.jpg,ft04,"gt24,gt40,gt42,gt52,gt33,gt38,gt44,gt35",womens-cat-eye-eyeglass-frames-7813812
3133,7813815,57,78138,,27.95,36.95,standardframetype,Mixed,FullRim,Cat-Eye,Women_s,Brown,Amber,138,Large,,20,50,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,0,-8,0,-8,6,-6,73,57,64,141,20,51,0,1,https://static.zennioptical.com/production/products/general/78/13/7813815-eyeglasses-front-view.jpg,ft04,"gt24,gt40,gt42,gt52,gt33,gt38,gt44,gt35",womens-cat-eye-eyeglass-frames-7813815
3134,7813819,57,78138,,27.95,36.95,standardframetype,Mixed,FullRim,Cat-Eye,Women_s,Pink,Blush,138,Large,,20,50,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,0,-8,0,-8,6,-6,73,57,64,141,20,51,0,1,https://static.zennioptical.com/production/products/general/78/13/7813819-eyeglasses-front-view.jpg,ft04,"gt24,gt40,gt42,gt52,gt33,gt38,gt44,gt35",womens-cat-eye-eyeglass-frames-7813819
3135,7814019,54,78140,,29.95,39.95,standardframetype,Mixed,FullRim,Square,Women_s,Brown,Tea,123,Small,,14,49,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,54,64,142,21,39,1,1,https://static.zennioptical.com/production/products/general/78/14/7814019-eyeglasses-front-view.jpg,"ft06,5900001","gt38,gt53,gt40,gt44,gt15",womens-square-eyeglass-frames-7814019
3136,7814039,54,78140,,29.95,39.95,standardframetype,Mixed,FullRim,Square,Women_s,Tortoiseshell,Tortoiseshell,123,Small,,14,49,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,54,64,142,21,39,1,1,https://static.zennioptical.com/production/products/general/78/14/7814039-eyeglasses-front-view.jpg,"ft06,5900001","gt38,gt53,gt40,gt44,gt15",womens-square-eyeglass-frames-7814039
3137,7814312,49,78143,,25.95,34.95,standardframetype,Mixed,FullRim,Round,Unisex,Gray,Gray,127,Med,,12,47,Round Glasses,0,0,non-retired,configurable prescription frame,0,-8,0,-8,6,-6,71,49,62,138,21,42,0,1,https://static.zennioptical.com/production/products/general/78/14/7814312-eyeglasses-front-view.jpg,"ft03,ft04","gt38,gt44,gt40,gt35,gt42,gt32,gt15,gt34,gt33",round-eyeglass-frames-7814312
3138,7814319,49,78143,,25.95,34.95,standardframetype,Mixed,FullRim,Round,Unisex,Pink,Pink,127,Med,,12,47,Round Glasses,0,0,non-retired,configurable prescription frame,0,-8,0,-8,6,-6,71,49,62,138,21,42,0,1,https://static.zennioptical.com/production/products/general/78/14/7814319-eyeglasses-front-view.jpg,"ft03,ft04","gt38,gt44,gt40,gt35,gt42,gt32,gt15,gt34,gt33",round-eyeglass-frames-7814319
3139,7814323,49,78143,,25.95,34.95,standardframetype,Mixed,FullRim,Round,Unisex,Clear,Frost,127,Med,,12,47,Round Glasses,0,0,non-retired,configurable prescription frame,0,-8,0,-8,6,-6,71,49,62,138,21,42,0,1,https://static.zennioptical.com/production/products/general/78/14/7814323-eyeglasses-front-view.jpg,"ft03,ft04","gt38,gt44,gt40,gt35,gt42,gt32,gt15,gt34,gt33",round-eyeglass-frames-7814323
3140,7814325,49,78143,,25.95,34.95,standardframetype,Mixed,FullRim,Round,Unisex,Tortoiseshell,Tortoiseshell,127,Med,,12,47,Round Glasses,0,1,non-retired,configurable prescription frame,0,-8,0,-8,6,-6,71,49,62,138,21,42,0,1,https://static.zennioptical.com/production/products/general/78/14/7814325-eyeglasses-front-view.jpg,"ft03,ft04","gt38,gt44,gt40,gt35,gt42,gt32,gt15,gt34,gt33",round-eyeglass-frames-7814325
3141,7815021,65,78150,,32.95,43.95,standardframetype,CarbonFiber,FullRim,Square,Men_s,Black,Black,132,Med,,15,55,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,76,65,67,149,18,38,0,1,https://static.zennioptical.com/production/products/general/78/15/7815021-eyeglasses-front-view.jpg,"ft01,ft06","gt31,gt53,gt44,gt21,gt36",mens-square-eyeglass-frames-7815021
3142,7815025,65,78150,,32.95,43.95,standardframetype,CarbonFiber,FullRim,Square,Men_s,Tortoiseshell,Tortoiseshell,132,Med,,15,55,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,76,65,67,149,18,38,0,1,https://static.zennioptical.com/production/products/general/78/15/7815025-eyeglasses-front-view.jpg,"ft01,ft06","gt31,gt53,gt44,gt21,gt36",mens-square-eyeglass-frames-7815025
3143,7815121,58,78151,,32.95,43.95,standardframetype,CarbonFiber,FullRim,Rectangle,Men_s,Black,Black,130,Med,,16,52,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,58,64,149,18,32,1,1,https://static.zennioptical.com/production/products/general/78/15/7815121-eyeglasses-front-view.jpg,"ft01,ft06,ft09","gt53,gt21,gt36,gt44,gt31,gt02",mens-rectangle-eyeglass-frames-7815121
3144,7815125,58,78151,,32.95,43.95,standardframetype,CarbonFiber,FullRim,Rectangle,Men_s,Tortoiseshell,Tortoiseshell,130,Med,,16,52,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,58,64,149,18,32,1,1,https://static.zennioptical.com/production/products/general/78/15/7815125-eyeglasses-front-view.jpg,"ft01,ft06,ft09","gt53,gt21,gt36,gt44,gt31,gt02",mens-rectangle-eyeglass-frames-7815125
3145,7815325,57,78153,,32.95,43.95,standardframetype,Mixed,FullRim,Square,Women_s,Tortoiseshell,Tortoiseshell,133,Large,,16,51,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,57,65,140,20,44,1,1,https://static.zennioptical.com/production/products/general/78/15/7815325-eyeglasses-front-view.jpg,ft06,"gt42,gt38,gt44",womens-square-eyeglass-frames-7815325
3146,7815333,57,78153,,32.95,43.95,standardframetype,Mixed,FullRim,Square,Women_s,Cream,Nude Pink,133,Large,,16,51,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,57,65,140,20,44,1,1,https://static.zennioptical.com/production/products/general/78/15/7815333-eyeglasses-front-view.jpg,ft06,"gt42,gt38,gt44",womens-square-eyeglass-frames-7815333
3147,7815335,57,78153,,32.95,43.95,standardframetype,Mixed,FullRim,Square,Women_s,Pattern,Ivory Tortoiseshell,133,Large,,16,51,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,57,65,140,20,44,1,1,https://static.zennioptical.com/production/products/general/78/15/7815335-eyeglasses-front-view.jpg,ft06,"gt42,gt38,gt44",womens-square-eyeglass-frames-7815335
3148,7815525,57,78155,,29.95,39.95,standardframetype,Mixed,FullRim,Oval,Women_s,Tortoiseshell,Tortoiseshell,133,Large,,15,52,Oval Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,142,18,40,1,1,https://static.zennioptical.com/production/products/general/78/15/7815525-eyeglasses-front-view.jpg,,"gt34,gt32,gt33,gt35",womens-oval-eyeglass-frames-7815525
3149,7815825,55,78158,,29.95,39.95,standardframetype,Mixed,FullRim,Round,Unisex,Tortoiseshell,Tortoiseshell,132,Med,,13,50,Round Glasses,0,1,non-retired,configurable prescription frame,8,-8,8,-8,6,-6,73,55,64,145,20,43,1,1,https://static.zennioptical.com/production/products/general/78/15/7815825-eyeglasses-front-view.jpg,"ft02,ft03,ft06","gt40,gt53,gt38,gt44,gt35,gt32,gt17,gt33,gt34",round-eyeglass-frames-7815825
3150,7815831,55,78158,,29.95,39.95,standardframetype,Mixed,FullRim,Round,Unisex,Pattern,Gray Tortoiseshell,132,Med,,13,50,Round Glasses,0,1,non-retired,configurable prescription frame,8,-8,8,-8,6,-6,73,55,64,145,20,43,1,1,https://static.zennioptical.com/production/products/general/78/15/7815831-eyeglasses-front-view.jpg,"ft02,ft03,ft06","gt40,gt53,gt38,gt44,gt35,gt32,gt17,gt33,gt34",round-eyeglass-frames-7815831
3151,7815912,55,78159,,25.95,34.95,standardframetype,Mixed,FullRim,Browline,Unisex,Gray,Grey,136,Large,,17,50,Browline Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,55,64,147,20,41,1,1,https://static.zennioptical.com/production/products/general/78/15/7815912-eyeglasses-front-view.jpg,ft04,"gt36,gt15,gt34,gt33,gt40,gt31",browline-eyeglass-frames-7815912
3152,7815916,55,78159,,25.95,34.95,standardframetype,Mixed,FullRim,Browline,Unisex,Blue,Blue,136,Large,,17,50,Browline Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,55,64,147,20,41,1,1,https://static.zennioptical.com/production/products/general/78/15/7815916-eyeglasses-front-view.jpg,ft04,"gt36,gt15,gt34,gt33,gt40,gt31",browline-eyeglass-frames-7815916
